id,yield
16400,5669.916293516373
16401,7359.792043839175
16402,3747.0889962261754
16403,6177.913401258775
16404,6757.328384463256
16405,5264.361222835704
16406,5333.509583083512
16407,5744.480066518874
16408,6506.392188162167
16409,7144.0537384685185
16410,5103.113680850193
16411,6114.825419729391
16412,3980.2944470179527
16413,7518.96820599006
16414,4370.3930381378905
16415,5980.103114986516
16416,6146.283019391704
16417,7686.486218960227
16418,7234.5497044985905
16419,2565.3811798305246
16420,6018.551449561756
16421,4971.494951301312
16422,4807.256459086958
16423,7636.792298920357
16424,4492.595989009374
16425,5531.410024327964
16426,4516.834524598745
16427,6927.404173790885
16428,7326.994337914598
16429,6054.653737709199
16430,5375.155446259146
16431,6413.336441612089
16432,6819.520026802167
16433,7159.503659202669
16434,5578.822260824424
16435,7082.7443733141545
16436,4614.674103253626
16437,8150.796569833711
16438,7385.442020154253
16439,5775.5478119423615
16440,7253.903183967225
16441,3877.6190187370257
16442,3488.4723419272077
16443,7651.1327192152885
16444,3859.313429164692
16445,7476.631172263996
16446,6829.532481989788
16447,4708.515778902353
16448,6974.5773078813545
16449,7133.950137179935
16450,6183.873878391272
16451,4288.08290785072
16452,5158.600211747603
16453,6153.403185626762
16454,4214.34855203624
16455,6035.775564035798
16456,4016.772431220983
16457,8091.01955646053
16458,6331.893571369187
16459,7028.275315245614
16460,5002.662904754131
16461,4025.9413227355426
16462,4411.028628579239
16463,5068.90503639571
16464,6215.585537689124
16465,6814.349180792407
16466,7498.521116269808
16467,5618.16538940523
16468,6062.316372927772
16469,4229.5094662624015
16470,4828.950271888499
16471,6465.842761159948
16472,3933.311128038803
16473,7476.024192214355
16474,7999.433210911443
16475,7893.540572136281
16476,4189.437411654409
16477,7077.812367071811
16478,6199.485079544438
16479,6252.734186079685
16480,3497.44459753321
16481,4360.710260262132
16482,6526.781946803053
16483,5336.7692793322385
16484,7397.960250982252
16485,7332.786906833816
16486,5377.07126877889
16487,3732.3365829989098
16488,7256.484894529974
16489,4474.56827657203
16490,7061.947255075526
16491,4869.569914124028
16492,6833.776588255326
16493,5966.32645069819
16494,5212.096990749779
16495,5617.250630586012
16496,6598.402314705222
16497,6517.687764558718
16498,5029.974617564721
16499,6320.610957105125
16500,6063.287123897401
16501,7509.200441432636
16502,6025.531734447172
16503,4100.825230945689
16504,5708.427842039692
16505,6935.179876242364
16506,7108.485605711115
16507,4838.739344421808
16508,6372.692247017826
16509,3718.609664310119
16510,3804.5423830089303
16511,4431.362721460199
16512,6971.9517045649345
16513,6256.139533333805
16514,5769.156127476413
16515,6036.488016406317
16516,7376.555069255758
16517,6059.349654842622
16518,6806.106753057997
16519,6392.267641094179
16520,7049.616949563283
16521,7179.879857793993
16522,5567.798272039277
16523,6348.490941675195
16524,6602.017881255486
16525,6173.794700188869
16526,6001.581991977074
16527,3995.2016332556786
16528,5527.2252692715165
16529,5586.492622571547
16530,8045.625701411439
16531,7808.732841708425
16532,2000.1321882761877
16533,5751.3314719964
16534,7292.563689964501
16535,5876.333309194556
16536,5877.295797518046
16537,7322.51432389244
16538,6107.888338405349
16539,5078.304857352491
16540,2932.8799640240563
16541,5347.733387591108
16542,4045.5464860299007
16543,6016.814965257568
16544,5663.8615580727155
16545,7354.43686853632
16546,7258.436905914829
